Order ID,Date,Status,Category,Qty,Amount,ship-state,Total revenue,Cost,Profit Margin,Profit
403-6062596-1220349,2024-07-27,Shipped,kurta,1,399,GOA,399,193.65,51.47,205.35
405-0286717-7761132,2024-07-27,Shipped,kurta,6,299,TELANGANA,1794,865.27,51.77,928.73
403-4965581-9520319,2024-07-27,Shipped - Delivered to Buyer,kurta,,544,ANDHRA PRADESH,,0,,0
402-0043314-1059527,2024-07-27,Cancelled,Western Dress,1,744,MADHYA PRADESH,744,318.78,,425.22
403-5977671-8855508,2024-07-27,Shipped - Returned to Seller,Set,,1115,WEST BENGAL,,623.55,44.08,491.45
405-5257740-5301158,2024-07-27,Shipped - Delivered to Buyer,kurta,,399,HARYANA,,263.42,33.98,135.58
405-1492294-0323520,2024-07-27,Shipped,Western Dress,1,744,UTTARAKHAND,744,441.58,,302.42
405-9928526-2470747,2024-07-27,Shipped,Set,1,1115,TELANGANA,1115,527.14,52.72,587.86
407-8580022-5578715,2024-07-27,Shipped - Delivered to Buyer,Western Dress,1,,HARYANA,,469.05,36.96,274.95
403-9615377-8133951,2024-07-27,Cancelled,Western Dress,0,753.33,PUDUCHERRY,0,0,,0
402-5302912-6805151,2024-07-27,Shipped - Delivered to Buyer,Western Dress,,725,TELANGANA,,494.2,31.83,230.8
408-3436456-9893130,2024-07-28,Shipped,kurta,,399,MAHARASHTRA,,216.22,45.81,182.78
405-0901744-8270705,2024-07-28,Shipped,kurta,,499,Gujarat,,157.18,68.5,341.82
171-1068229-1581965,2024-07-28,Shipped,Set,1,449,WEST BENGAL,449,254,,195
407-4737202-9096304,2024-07-28,Shipped - Delivered to Buyer,Western Dress,1,725,BIHAR,725,335.05,53.79,389.95
171-9371949-6030721,2024-07-28,Shipped,Set,1,,WEST BENGAL,,338.7,43.27,258.3
403-3331597-7637100,2024-07-28,Shipped,Set,1,1133,ODISHA,1133,497.68,,635.32
408-3917043-5314763,2024-07-28,Shipped,Set,1,1146,ANDHRA PRADESH,1146,738.2,35.58,407.8
407-5875767-6399551,2024-07-28,Shipped,Set,1,1112,TELANGANA,1112,585.36,47.36,526.64
405-5257740-5301158,2024-07-28,Shipped - Delivered to Buyer,Set,4,832,HARYANA,3328,1811.15,45.58,1516.85
403-4845285-4565113,2024-07-28,Shipped,Top,1,563,JAMMU & KASHMIR,563,318.38,43.45,244.62
405-5257740-5301158,2024-07-28,Shipped - Delivered to Buyer,Set,4,832,HARYANA,3328,1811.15,45.58,1516.85
171-1987024-2709164,2024-07-28,Shipped,Set,1,660,ANDHRA PRADESH,660,362.49,45.08,297.51
171-7623384-8040337,2024-07-28,Shipped,kurta,1,486,MAHARASHTRA,486,325.33,,160.67
405-2072502-4089911,2024-07-28,Shipped,Set,1,599,HARYANA,599,269.51,,329.49
402-4030358-5835511,2024-07-28,Shipped - Delivered to Buyer,kurta,,458,HARYANA,,138.6,69.74,319.4
408-8641795-6914711,2024-07-28,Shipped,Top,,563,HARYANA,,379.99,,183.01
408-3436456-9893130,2024-07-28,Shipped,kurta,,399,MAHARASHTRA,,216.22,45.81,182.78
171-3460653-0171519,2024-07-28,Shipped,Top,1,487,HARYANA,487,230.02,52.77,256.98
403-2079921-1244300,2024-07-28,Cancelled,kurta,8,475,MADHYA PRADESH,3800,1502.85,60.45,2297.15
402-9339129-6219537,2024-07-28,Cancelled,Set,1,654,KARNATAKA,654,388.54,40.59,265.46
171-4638481-6326716,2024-07-28,Shipped,kurta,4,364,UTTAR PRADESH,1456,147.66,,313.5562097
402-9339129-6219537,2024-07-28,Cancelled,Set,1,654,KARNATAKA,654,388.54,40.59,265.46
408-4101226-7217932,2024-07-28,Shipped - Delivered to Buyer,kurta,1,459,UTTAR PRADESH,459,288.25,37.2,170.75
171-6336729-6763536,2024-07-28,Cancelled,Set,1,626,KARNATAKA,626,330.75,47.16,295.25
408-9255314-3102740,2024-07-28,Shipped,Set,6,1133,MAHARASHTRA,6798,2567.14,43.36,3034.46335
405-0286717-7761132,2024-07-28,Shipped,kurta,6,299,TELANGANA,1794,865.27,51.77,928.73
405-1757140-2025918,2024-07-29,Shipped,kurta,,432,MADHYA PRADESH,,168.88,,263.12
171-6336729-6763536,2024-07-29,Cancelled,Set,1,626,KARNATAKA,626,330.75,47.16,295.25
404-5933402-8801952,2024-07-29,Cancelled,kurta,0,0,ASSAM,0,0,,0
404-6522553-9345930,2024-07-29,Cancelled,Set,,1105.36,UTTARAKHAND,,1506.61,65.92,2914.83
406-0218328-1773963,2024-07-29,Cancelled,kurta,0,0,TAMIL NADU,0,0,,0
171-5719664-5449151,2024-07-29,Cancelled,Set,1,597,KARNATAKA,597,199.01,66.66,397.99
406-1522425-5387565,2024-07-29,Shipped,kurta,,459,TELANGANA,,162.82,64.53,296.18
405-9112089-3379536,2024-07-29,Cancelled,kurta,,0,MAHARASHTRA,,0,,0
171-6655820-6440356,2024-07-29,Shipped,Set,2,2130,MAHARASHTRA,4260,2393.81,43.81,1866.19
407-5776821-9327552,2024-07-29,Shipped,Set,1,1133,MAHARASHTRA,1133,416.4,63.25,716.6
408-8641795-6914711,2024-07-29,Shipped,Top,,563,HARYANA,,379.99,,183.01
407-4737202-9096304,2024-07-29,Shipped - Delivered to Buyer,Western Dress,1,725,BIHAR,725,335.05,53.79,389.95
406-6711228-7576354,2024-07-29,Cancelled,Western Dress,1,791,KARNATAKA,791,543.06,31.35,247.94
171-1297873-2176339,2024-07-29,Shipped,kurta,,499,TELANGANA,,313.91,37.09,185.09
402-8210765-3935569,2024-07-29,Shipped,Western Dress,1,885,MADHYA PRADESH,885,566.6,35.98,318.4
406-6586654-6641140,2024-07-29,Shipped - Delivered to Buyer,kurta,5,487,KARNATAKA,2435,277.41,43.04,406.0304865
408-9321153-0591557,2024-07-29,Shipped,kurta,,399,KARNATAKA,,581.28,,1014.72
171-5810429-4493110,2024-07-29,Shipped,Set,1,582,WEST BENGAL,582,199.11,,382.89
404-6578109-5618751,2024-07-29,Shipped - Delivered to Buyer,kurta,1,295,KARNATAKA,295,138.2,,156.8
404-8494550-5860325,2024-07-29,Shipped,Set,1,666,KARNATAKA,666,366.55,44.96,299.45
403-2608092-6065935,2024-07-29,Shipped,Set,1,597,KARNATAKA,597,285.35,52.2,311.65
407-5766340-7411567,2024-07-29,Shipped,kurta,1,399,Gujarat,399,266.51,33.21,132.49
406-3397500-8084361,2024-07-29,Shipped,kurta,1,399,KARNATAKA,399,255.37,36,143.63
408-4101226-7217932,2024-07-29,Shipped - Delivered to Buyer,kurta,1,459,UTTAR PRADESH,459,288.25,37.2,170.75
408-7165704-5643524,2024-07-29,Shipped,Ethnic Dress,1,699,UTTAR PRADESH,699,258.89,62.96,440.11
408-8991303-6559523,2024-07-29,Shipped,kurta,1,399,TAMIL NADU,399,192.22,51.82,206.78
406-0974406-3179521,2024-07-29,Shipped,kurta,6,458,TAMIL NADU,2748,1279.23,,1468.77
407-9863928-5979501,2024-07-30,Shipped - Delivered to Buyer,kurta,1,353,KERALA,353,118.32,66.48,234.68
403-1162895-2484367,2024-07-30,Shipped - Delivered to Buyer,Western Dress,1,859,RAJASTHAN,859,339.13,60.52,519.87
403-4424319-6635501,2024-07-30,Shipped,Set,,759,Goa,,489.8,35.47,269.2
171-4638481-6326716,2024-07-30,Shipped,kurta,4,364,UTTAR PRADESH,1456,147.66,,313.5562097
407-2189901-7515567,2024-07-30,Shipped - Delivered to Buyer,Set,1,631,KARNATAKA,631,313.47,,317.53
408-7760667-5809130,2024-07-30,Shipped,kurta,1,329,TELANGANA,329,146.85,55.36,182.15
404-8745561-3169903,2024-07-30,Shipped,kurta,5,379,UTTAR PRADESH,1895,703.47,62.88,1191.53
408-3416118-1167564,2024-07-30,Shipped,Set,1,999,ARUNACHAL PRADESH,999,673.02,,325.98
402-4393761-0311520,2024-07-30,Shipped,kurta,1,363,TAMIL NADU,363,113.47,68.74,249.53
403-6062596-1220349,2024-07-30,Shipped,kurta,1,399,GOA,399,193.65,51.47,205.35
171-2842936-5423534,2024-07-30,Shipped,Top,4,487,KARNATAKA,1948,280.44,,297.3053138
171-4647176-6456305,2024-07-30,Shipped,Set,1,626,MAHARASHTRA,626,310.35,50.42,315.65
402-2207276-9869933,2024-07-30,Shipped,Set,7,1140,TELANGANA,7980,2618.16,42.58,3480.515168
403-4367956-2849158,2024-07-30,Shipped,kurta,1,368,DELHI,368,197.19,46.42,170.81
171-3072652-6805159,2024-07-30,Shipped,kurta,1,353,TELANGANA,353,154.47,56.24,198.53
171-4137548-0481151,2024-07-30,Cancelled,kurta,0,0,Gujarat,0,0,,0
403-3331597-7637100,2024-07-30,Shipped,Set,1,1133,ODISHA,1133,497.68,,635.32
406-8961316-8137943,2024-07-30,Shipped - Delivered to Buyer,Set,,549,ASSAM,,218.5,60.2,330.5
407-6283946-7749133,2024-07-30,Shipped,Ethnic Dress,1,845,KARNATAKA,845,294.77,65.12,550.23
403-5189998-9343503,2024-07-30,Shipped,Set,1,496,TELANGANA,496,269.99,45.57,226.01
403-0752752-4656334,2024-07-30,Shipped,Set,1,597,RAJASTHAN,597,214.1,64.14,382.9
408-6820155-3521913,2024-07-31,Shipped,Set,1,751,ASSAM,751,399.68,46.78,351.32
408-9692204-9817146,2024-07-31,Cancelled,Set,1,597,MAHARASHTRA,597,203.03,,393.97
403-9400764-4029123,2024-07-31,Shipped,Set,1,852,KARNATAKA,852,589.34,30.83,262.66
408-1298370-1920302,2024-07-31,Shipped - Delivered to Buyer,Set,3,771,MAHARASHTRA,2313,241.23,68.71,849.5553852
171-4638481-6326716,2024-07-31,Shipped,kurta,4,364,UTTAR PRADESH,1456,147.66,,313.5562097
406-5103760-7326749,2024-07-31,Shipped,kurta,1,432,Gujarat,432,216.33,49.92,215.67
402-8078642-8565124,2024-07-31,Cancelled,kurta,0,0,ODISHA,0,0,,0
402-2155477-9353103,2024-07-31,Shipped,Set,1,1173,ODISHA,1173,819.78,30.11,353.22
171-2813040-8296320,2024-07-31,Shipped,Set,1,635,KARNATAKA,635,202.2,,432.8
402-5525660-2118707,2024-07-31,Shipped,kurta,4,376,TAMIL NADU,1504,226.45,39.77,212.0655889
171-1987024-2709164,2024-07-31,Shipped,Set,1,660,ANDHRA PRADESH,660,362.49,45.08,297.51
403-7266170-1163500,2024-07-31,Shipped - Delivered to Buyer,Top,1,518,MAHARASHTRA,518,250.58,51.63,267.42
171-1425554-3718756,2024-07-31,Shipped,Western Dress,6,744,KARNATAKA,4464,2136.52,52.14,2327.48
402-3660716-8589107,2024-07-31,Shipped - Delivered to Buyer,kurta,1,471,KERALA,471,172.91,63.29,298.09
404-5381335-4577925,2024-07-31,Shipped,Top,,574,KARNATAKA,,327.5,42.94,246.5
403-5456917-5571511,2024-07-31,Cancelled,Western Dress,0,0,UTTAR PRADESH,0,0,,0
406-0974406-3179521,2024-07-31,Shipped,kurta,6,458,TAMIL NADU,2748,1279.23,,1468.77
171-3049339-2085136,2024-07-31,Shipped,kurta,1,375,ASSAM,375,154.57,58.78,220.43
402-4646784-8411501,2024-07-31,Shipped - Delivered to Buyer,kurta,1,471,HARYANA,471,196.3,58.32,274.7
402-8019936-6115500,2024-07-31,Cancelled,Set,,654,KARNATAKA,,403.93,38.24,250.07
407-8248783-4261958,2024-07-31,Shipped,kurta,1,487,CHHATTISGARH,487,325.97,33.07,161.03
402-2764952-1492318,2024-07-31,Shipped - Delivered to Buyer,kurta,1,499,UTTAR PRADESH,499,286.28,42.63,212.72
405-2660443-4165145,2024-07-31,Shipped - Delivered to Buyer,kurta,1,399,KARNATAKA,399,232.77,41.66,166.23
404-8494550-5860325,2024-08-01,Shipped,Set,1,666,KARNATAKA,666,366.55,44.96,299.45
403-4337144-0984323,2024-08-01,Cancelled,Top,0,0,JAMMU & KASHMIR,0,0,,0
402-4277204-2348328,2024-08-01,Shipped,Set,1,790,MADHYA PRADESH,790,544.56,31.07,245.44
408-8991303-6559523,2024-08-01,Shipped,kurta,1,399,TAMIL NADU,399,192.22,51.82,206.78
407-3271219-3762757,2024-08-01,Shipped,kurta,1,368,MAHARASHTRA,368,127.62,65.32,240.38
171-8452330-4756317,2024-08-01,Shipped,Top,1,432,MAHARASHTRA,432,254.59,41.07,177.41
405-9112089-3379536,2024-08-01,Cancelled,kurta,,0,MAHARASHTRA,,0,,0
407-6283946-7749133,2024-08-01,Shipped,Ethnic Dress,1,845,KARNATAKA,845,294.77,65.12,550.23
407-4235449-1353916,2024-08-01,Shipped - Delivered to Buyer,Set,1,999,UTTAR PRADESH,999,411.29,58.83,587.71
405-9013803-8009918,2024-08-01,Shipped,kurta,1,399,DELHI,399,176,55.89,223
408-9720884-9553122,2024-08-01,Shipped,kurta,3,487,ODISHA,1461,1014.79,30.54,446.21
402-9339129-6219537,2024-08-01,Cancelled,Set,1,654,KARNATAKA,654,388.54,40.59,265.46
404-6513062-3876305,2024-08-01,Shipped - Delivered to Buyer,kurta,,376,TAMIL NADU,,186.88,50.3,189.12
402-8089760-1132331,2024-08-01,Shipped,Set,1,995,DELHI,995,335.63,66.27,659.37
406-8961316-8137943,2024-08-01,Shipped - Delivered to Buyer,Set,1,597,ASSAM,597,329.23,44.85,267.77
405-0732969-3941948,2024-08-01,Shipped - Delivered to Buyer,Set,1,583,WEST BENGAL,583,210.33,63.92,372.67
171-8061614-5688327,2024-08-01,Shipped,Set,1,999,ANDHRA PRADESH,999,593.97,40.54,405.03
404-1856281-9996319,2024-08-01,Shipped - Delivered to Buyer,Western Dress,1,472,MADHYA PRADESH,472,253.41,46.31,218.59
404-0634392-1837110,2024-08-01,Cancelled,Top,0,0,MAHARASHTRA,0,0,,0
406-4878137-1126707,2024-08-01,Shipped,kurta,1,517,MAHARASHTRA,517,258.65,49.97,258.35
403-4337144-0984323,2024-08-01,Cancelled,Top,0,0,JAMMU & KASHMIR,0,0,,0
406-2966654-4672325,2024-08-01,Shipped,kurta,3,692,UTTAR PRADESH,2076,784.35,62.22,1291.65
408-6046797-8945127,2024-08-01,Shipped,Set,1,599,WEST BENGAL,599,231.93,61.28,367.07
403-3763475-2237125,2024-08-01,Shipped,Western Dress,4,744,TAMIL NADU,2976,301.24,59.51,705.7097999
404-7796841-1880317,2024-08-01,Shipped,kurta,1,696,DELHI,696,258.82,62.81,437.18
403-9105351-8453114,2024-08-01,Shipped,kurta,1,399,UTTARAKHAND,399,220.44,,178.56
403-4845285-4565113,2024-08-01,Shipped,Top,1,563,JAMMU & KASHMIR,563,318.38,43.45,244.62
171-6876154-6233146,2024-08-02,Shipped,Set,1,759,WEST BENGAL,759,353.03,53.49,405.97
406-8271099-5133911,2024-08-02,Shipped,kurta,4,329,KARNATAKA,1316,499.03,62.08,816.97
408-1298370-1920302,2024-08-02,Shipped - Delivered to Buyer,Set,3,771,MAHARASHTRA,2313,241.23,68.71,849.5553852
408-3478480-0881162,2024-08-02,Shipped,Set,1,1126,UTTAR PRADESH,1126,608.29,45.98,517.71
405-3067317-3360344,2024-08-02,Shipped,kurta,1,599,UTTAR PRADESH,599,192.59,67.85,406.41
403-2256919-4846738,2024-08-02,Shipped - Delivered to Buyer,Western Dress,1,825,KARNATAKA,825,394.92,52.13,430.08
408-3478480-0881162,2024-08-02,Shipped,Set,1,1126,UTTAR PRADESH,1126,608.29,45.98,517.71
406-5334922-9670748,2024-08-02,Shipped,kurta,,406,KARNATAKA,,235.7,41.95,170.3
171-7623384-8040337,2024-08-02,Shipped,Set,6,597,MAHARASHTRA,3582,2478.44,,1103.56
405-0882561-5952340,2024-08-02,Shipped,Set,1,692,WEST BENGAL,692,317.02,54.19,374.98
408-4101226-7217932,2024-08-02,Shipped - Delivered to Buyer,kurta,1,459,UTTAR PRADESH,459,288.25,37.2,170.75
171-1887627-9813158,2024-08-02,Shipped,kurta,,,ANDHRA PRADESH,,202.64,46.11,173.36
404-1856281-9996319,2024-08-02,Shipped - Delivered to Buyer,Western Dress,1,472,MADHYA PRADESH,472,253.41,46.31,218.59
402-7042386-5486768,2024-08-02,Shipped,kurta,1,363,TAMIL NADU,363,177.58,51.08,185.42
403-4337144-0984323,2024-08-02,Cancelled,Top,0,0,JAMMU & KASHMIR,0,0,,0
407-9906412-0889129,2024-08-02,Shipped,kurta,1,376,WEST BENGAL,376,138.84,,237.16
406-7398201-3869914,2024-08-02,Shipped - Delivered to Buyer,kurta,1,424,MAHARASHTRA,424,225.76,46.75,198.24
171-8220241-5105927,2024-08-02,Shipped,kurta,1,737,KARNATAKA,737,353.51,,383.49
403-5977671-8855508,2024-08-02,Shipped - Returned to Seller,Set,,1115,WEST BENGAL,,623.55,44.08,491.45
406-8271099-5133911,2024-08-02,Shipped,kurta,,345,KARNATAKA,,149.96,56.53,195.04
402-3595365-1666728,2024-08-02,Cancelled,Set,3,899,UTTAR PRADESH,2697,1261.24,53.24,1435.76
407-5124083-2725136,2024-08-02,Shipped,Set,1,682,UTTAR PRADESH,682,338.71,50.34,343.29
171-7367545-7081126,2024-08-02,Shipped,kurta,5,499,TELANGANA,2495,313.66,37.14,270.3723952
403-7266170-1163500,2024-08-02,Shipped - Delivered to Buyer,Top,1,518,MAHARASHTRA,518,250.58,51.63,267.42
408-3874942-9917143,2024-08-02,Shipped,Set,1,1126,UTTAR PRADESH,1126,724.64,35.64,401.36
406-8271099-5133911,2024-08-02,Shipped,kurta,4,329,KARNATAKA,1316,499.03,62.08,816.97
404-7452877-2137949,2024-08-02,Cancelled,kurta,0,0,KARNATAKA,0,0,,0
402-9532672-5385917,2024-08-02,Shipped,kurta,1,399,TAMIL NADU,399,136.06,65.9,262.94
402-4774686-7773937,2024-08-03,Shipped - Delivered to Buyer,Top,1,339,TELANGANA,339,142.83,57.87,196.17
171-0293372-4913973,2024-08-03,Cancelled,Set,0,0,KARNATAKA,0,0,,0
408-3416118-1167564,2024-08-03,Shipped,Set,1,999,ARUNACHAL PRADESH,999,673.02,,325.98
403-9400764-4029123,2024-08-03,Shipped,Set,1,852,KARNATAKA,852,589.34,30.83,262.66
402-6566640-5417947,2024-08-03,Shipped,Western Dress,1,771,TELANGANA,771,489.95,36.45,281.05
405-0901744-8270705,2024-08-03,Shipped,kurta,,499,Gujarat,,157.18,68.5,341.82
171-6867266-8495534,2024-08-03,Shipped,Set,,597,KARNATAKA,,343.32,,253.68
407-5096970-7475550,2024-08-03,Cancelled,Set,0,1902.86,UTTAR PRADESH,0,0,,0
405-8692900-3888310,2024-08-03,Shipped,kurta,1,399,KARNATAKA,399,270.36,32.24,128.64
403-1162895-2484367,2024-08-03,Shipped - Delivered to Buyer,Western Dress,1,859,RAJASTHAN,859,339.13,60.52,519.87
408-7029737-8028367,2024-08-03,Shipped,kurta,1,432,MAHARASHTRA,432,243.32,43.68,188.68
404-0696150-3898703,2024-08-03,Shipped - Delivered to Buyer,Set,1,499,MAHARASHTRA,499,238.5,52.2,260.5
405-9928526-2470747,2024-08-03,Shipped,Set,1,1115,TELANGANA,1115,527.14,52.72,587.86
402-9532672-5385917,2024-08-03,Shipped,kurta,1,399,TAMIL NADU,399,136.06,65.9,262.94
171-1887627-9813158,2024-08-03,Shipped,kurta,,,ANDHRA PRADESH,,202.64,46.11,173.36
405-9112089-3379536,2024-08-03,Cancelled,kurta,,0,MAHARASHTRA,,0,,0
406-1326801-8886709,2024-08-03,Shipped - Delivered to Buyer,kurta,1,362,ODISHA,362,170.86,,191.14
402-1752649-2274748,2024-08-03,Shipped,kurta,,390,KARNATAKA,,132.21,,257.79
408-7712483-3825907,2024-08-03,Shipped - Delivered to Buyer,kurta,1,459,UTTAR PRADESH,459,253.09,44.86,205.91
402-1752649-2274748,2024-08-03,Shipped,kurta,,390,KARNATAKA,,132.21,,257.79
171-4350114-4299568,2024-08-03,Shipped - Delivered to Buyer,Top,,399,MAHARASHTRA,,162.28,59.33,236.72
403-4965581-9520319,2024-08-03,Shipped - Delivered to Buyer,kurta,,544,ANDHRA PRADESH,,0,,0
402-8519791-3706738,2024-08-03,Shipped,Set,,852,DELHI,,11545.63,58.94,16570.37
405-5957858-1051546,2024-08-03,Shipped,Set,1,886,KARNATAKA,886,447.25,49.52,438.75
171-6876154-6233146,2024-08-03,Shipped,Set,1,759,WEST BENGAL,759,353.03,53.49,405.97
405-1832646-7988329,2024-08-04,Shipped,kurta,1,368,MAHARASHTRA,368,138.52,62.36,229.48
406-8879861-2081117,2024-08-04,Shipped,kurta,1,399,ASSAM,399,149.04,62.65,249.96
405-8114272-1687512,2024-08-04,Shipped,Set,1,788,DELHI,788,544.79,30.86,243.21
405-9928526-2470747,2024-08-04,Shipped,Set,1,1115,TELANGANA,1115,527.14,52.72,587.86
408-6046797-8945127,2024-08-04,Shipped,Set,1,599,WEST BENGAL,599,231.93,61.28,367.07
408-9692204-9817146,2024-08-04,Cancelled,Set,1,597,MAHARASHTRA,597,203.03,,393.97
402-2155477-9353103,2024-08-04,Shipped,Set,1,1173,ODISHA,1173,819.78,30.11,353.22
402-6566640-5417947,2024-08-04,Shipped,Western Dress,1,771,TELANGANA,771,489.95,36.45,281.05
406-7807733-3785945,2024-08-04,Shipped - Delivered to Buyer,kurta,1,399,TELANGANA,399,179.14,55.1,219.86
405-7755803-4729935,2024-08-04,Shipped,kurta,,399,KARNATAKA,,207.72,47.94,191.28
171-6138639-1478731,2024-08-04,Shipped,kurta,1,318,TELANGANA,318,178.72,43.8,139.28
171-4644162-9093116,2024-08-04,Shipped - Delivered to Buyer,kurta,1,399,UTTAR PRADESH,399,276.15,30.79,122.85
406-3984186-5973150,2024-08-04,Shipped,Set,1,788,TAMIL NADU,788,386.73,50.92,401.27
402-2720308-2560327,2024-08-04,Shipped,Western Dress,1,665,MAHARASHTRA,665,420.6,36.75,244.4
402-0048138-1845122,2024-08-04,Shipped,Set,,1115,NAGALAND,,366.35,67.14,748.65
404-6680046-0839536,2024-08-04,Shipped - Delivered to Buyer,Western Dress,1,744,TAMIL NADU,744,472.46,36.5,271.54
171-9620288-8918704,2024-08-04,Cancelled,Set,0,0,UTTARAKHAND,0,0,,0
407-7173744-5333154,2024-08-04,Shipped - Delivered to Buyer,kurta,1,497,DELHI,497,347.87,30.01,149.13
402-9532672-5385917,2024-08-04,Shipped,kurta,1,399,TAMIL NADU,399,136.06,65.9,262.94
405-0882561-5952340,2024-08-04,Shipped,Set,1,692,WEST BENGAL,692,317.02,54.19,374.98
402-2207276-9869933,2024-08-04,Shipped,Set,7,1140,TELANGANA,7980,2618.16,42.58,3480.515168
407-2189901-7515567,2024-08-04,Shipped - Delivered to Buyer,Set,1,631,KARNATAKA,631,313.47,,317.53
407-3742007-3242711,2024-08-04,Shipped,kurta,1,517,TELANGANA,517,190.16,63.22,326.84
171-7623384-8040337,2024-08-04,Shipped,kurta,1,486,MAHARASHTRA,486,325.33,,160.67
404-0634392-1837110,2024-08-04,Cancelled,Top,0,0,MAHARASHTRA,0,0,,0
402-6885004-6990731,2024-08-04,Shipped,Set,3,626,TAMIL NADU,1878,329.21,47.41,491.5876856
402-7841951-1872363,2024-08-04,Cancelled,Set,,0,DELHI,,0,,0
405-2660443-4165145,2024-08-04,Shipped - Delivered to Buyer,kurta,1,399,KARNATAKA,399,232.77,41.66,166.23
171-3460653-0171519,2024-08-04,Shipped,Top,1,487,HARYANA,487,230.02,52.77,256.98
408-3113070-0750756,2024-08-04,Shipped,Set,1,597,MAHARASHTRA,597,403.1,32.48,193.9
402-2720308-2560327,2024-08-04,Shipped,Western Dress,1,665,MAHARASHTRA,665,420.6,36.75,244.4
407-6599093-6553153,2024-08-04,Shipped - Delivered to Buyer,Bottom,3,377,WEST BENGAL,1131,174.76,,392.8298906
402-3628566-9688333,2024-08-04,Shipped,Set,1,,MAHARASHTRA,,369.58,43.49,284.42
405-8114272-1687512,2024-08-04,Shipped,Set,1,788,DELHI,788,544.79,30.86,243.21
402-8089760-1132331,2024-08-04,Shipped,Set,1,995,DELHI,995,335.63,66.27,659.37
402-1572540-8678700,2024-08-05,Shipped,Western Dress,1,725,WEST BENGAL,725,254.54,64.89,470.46
406-7398201-3869914,2024-08-05,Shipped - Delivered to Buyer,kurta,1,424,MAHARASHTRA,424,225.76,46.75,198.24
403-3561336-3563535,2024-08-05,Shipped,Set,1,771,Gujarat,771,376.94,51.11,394.06
171-4496851-5319548,2024-08-05,Shipped,Top,1,545,KARNATAKA,545,273.69,49.78,271.31
407-5776821-9327552,2024-08-05,Shipped,Set,1,1133,MAHARASHTRA,1133,416.4,63.25,716.6
404-8745561-3169903,2024-08-05,Shipped,kurta,5,379,UTTAR PRADESH,1895,703.47,62.88,1191.53
171-6222676-0740318,2024-08-05,Shipped,kurta,1,435,DELHI,435,234.64,46.06,200.36
406-0177436-6731556,2024-08-05,Shipped,kurta,1,406,TELANGANA,406,209.57,48.38,196.43
405-8191138-5176316,2024-08-05,Shipped - Delivered to Buyer,Set,1,582,JHARKHAND,582,284.27,51.16,297.73
171-6845071-0336346,2024-08-05,Shipped,Set,5,788,MAHARASHTRA,3940,2545.72,35.39,1394.28
405-8457623-9269955,2024-08-05,Shipped,kurta,1,399,MAHARASHTRA,399,201.84,49.41,197.16
406-1530134-2105912,2024-08-05,Shipped,kurta,1,518,KARNATAKA,518,333.01,35.71,184.99
405-5957858-1051546,2024-08-05,Shipped,Set,1,886,KARNATAKA,886,447.25,49.52,438.75
403-3561336-3563535,2024-08-05,Shipped,Set,1,771,Gujarat,771,376.94,51.11,394.06
171-6222676-0740318,2024-08-05,Shipped,kurta,1,435,DELHI,435,234.64,46.06,200.36
403-4367956-2849158,2024-08-05,Shipped,kurta,1,368,DELHI,368,197.19,46.42,170.81
402-0150402-0900371,2024-08-05,Shipped,Western Dress,1,721,MADHYA PRADESH,721,308.62,57.2,412.38
171-1851948-5476361,2024-08-05,Shipped,Set,1,1115,MANIPUR,1115,650.31,41.68,464.69
171-1584788-8864335,2024-08-05,Shipped - Delivered to Buyer,Set,,,MAHARASHTRA,,742.52,32.44,356.48
407-8801185-0134713,2024-08-05,Shipped,Set,1,1126,KARNATAKA,1126,434.66,61.4,691.34
402-8210765-3935569,2024-08-05,Shipped,Western Dress,1,885,MADHYA PRADESH,885,566.6,35.98,318.4
407-5633625-6970741,2024-08-05,Shipped,kurta,0,685,TAMIL NADU,0,0,,0
408-9720884-9553122,2024-08-05,Shipped,kurta,3,487,ODISHA,1461,1014.79,30.54,446.21
406-5334922-9670748,2024-08-05,Shipped,kurta,,406,KARNATAKA,,235.7,41.95,170.3
402-6885004-6990731,2024-08-05,Shipped,Set,3,626,TAMIL NADU,1878,329.21,47.41,491.5876856
404-7426070-1355530,2024-08-05,Shipped,kurta,4,329,TELANGANA,1316,110.31,,336.8334566
402-6750101-3923558,2024-08-05,Shipped,Set,1,597,KERALA,597,232.46,,364.54
407-2974257-4781134,2024-08-05,Shipped,Set,1,824,MAHARASHTRA,824,533.43,35.26,290.57
402-3595365-1666728,2024-08-05,Cancelled,Set,3,899,UTTAR PRADESH,2697,1261.24,53.24,1435.76
171-3505516-3505949,2024-08-05,Shipped,Set,1,591,MAHARASHTRA,591,304.14,48.54,286.86
407-9707366-3029944,2024-08-05,Cancelled,kurta,5,473.33,DELHI,2366.65,1181.23,50.09,1185.42
402-3628566-9688333,2024-08-06,Shipped,Set,1,,MAHARASHTRA,,369.58,43.49,284.42
404-6783988-2006729,2024-08-06,Shipped,Set,1,597,TAMIL NADU,597,371.69,37.74,225.31
171-1584788-8864335,2024-08-06,Shipped - Delivered to Buyer,Set,,,MAHARASHTRA,,742.52,32.44,356.48
402-5525660-2118707,2024-08-06,Shipped,kurta,4,376,TAMIL NADU,1504,226.45,39.77,212.0655889
403-9105351-8453114,2024-08-06,Shipped,kurta,1,399,UTTARAKHAND,399,220.44,,178.56
